spend_date,channel,campaign,utm_source,utm_campaign,spend_cents,impressions,clicks
2024-12-22,google,summer_clearance,google,summer_clearance,219340,54835,1699
2024-12-22,bing,brand_search,bing,brand_search,485925,161975,1408
2024-12-22,email,summer_clearance,email,summer_clearance,84756,21189,136
2024-12-23,google,spring_sale,google,spring_sale,294850,147425,2019
2024-12-23,bing,back_to_school,bing,back_to_school,66180,8272,380
2024-12-23,meta,back_to_school,meta,back_to_school,386816,48352,2248
2024-12-24,google,spring_sale,google,spring_sale,25726,3675,24
2024-12-24,meta,summer_clearance,meta,summer_clearance,490983,81830,3097
2024-12-25,google,spring_sale,google,spring_sale,94364,13480,355
2024-12-25,email,back_to_school,email,back_to_school,483851,60481,970
2024-12-26,google,holiday_2024,google,holiday_2024,182856,22857,751
2024-12-26,bing,spring_sale,bing,spring_sale,49307,16435,283
2024-12-26,meta,brand_search,meta,brand_search,32628,4661,221
2024-12-26,email,holiday_2024,email,holiday_2024,251867,35981,1214
2024-12-27,google,summer_clearance,google,summer_clearance,46795,11698,531
2024-12-27,bing,summer_clearance,bing,summer_clearance,485521,161840,3229
2024-12-27,meta,summer_clearance,meta,summer_clearance,398560,132853,5525
2024-12-29,bing,holiday_2024,bing,holiday_2024,190490,95245,1350
2024-12-30,google,summer_clearance,google,summer_clearance,21435,2679,13
2024-12-30,meta,summer_clearance,meta,summer_clearance,29704,3713,25
2024-12-31,google,holiday_2024,google,holiday_2024,95990,31996,1202
2024-12-31,bing,always_on,bing,always_on,18270,6090,33
2025-01-01,google,holiday_2024,google,holiday_2024,428231,107057,955
2025-01-01,bing,back_to_school,bing,back_to_school,373498,93374,1453
2025-01-01,meta,back_to_school,meta,back_to_school,97848,12231,544
2025-01-01,email,brand_search,email,brand_search,327861,54643,1503
2025-01-02,google,holiday_2025,google,holiday_2025,487525,60940,892
2025-01-02,bing,always_on,bing,always_on,351144,70228,1691
2025-01-02,meta,brand_search,meta,brand_search,187300,37460,220
2025-01-03,google,back_to_school,google,back_to_school,458040,229020,2246
2025-01-03,bing,summer_clearance,bing,summer_clearance,92466,46233,526
2025-01-03,meta,back_to_school,meta,back_to_school,408302,136100,3203
2025-01-04,google,summer_clearance,google,summer_clearance,178817,22352,687
2025-01-04,email,holiday_2025,email,holiday_2025,234831,33547,800
2025-01-05,google,summer_clearance,google,summer_clearance,355799,118599,5219
2025-01-05,bing,brand_search,bing,brand_search,262721,65680,2579
2025-01-05,meta,spring_sale,meta,spring_sale,66683,8335,205
2025-01-05,email,always_on,email,always_on,396234,56604,1041
2025-01-06,google,holiday_2025,google,holiday_2025,132427,18918,148
2025-01-06,bing,always_on,bing,always_on,451467,150489,2681
2025-01-06,meta,brand_search,meta,brand_search,364465,60744,892
2025-01-06,email,back_to_school,email,back_to_school,108072,13509,247
2025-01-07,google,spring_sale,google,spring_sale,53491,13372,334
2025-01-07,bing,back_to_school,bing,back_to_school,20654,2581,79
2025-01-07,meta,always_on,meta,always_on,300187,42883,2106
2025-01-07,email,spring_sale,email,spring_sale,120601,15075,733
2025-01-08,google,summer_clearance,google,summer_clearance,389276,64879,2634
2025-01-08,bing,holiday_2024,bing,holiday_2024,268935,89645,2651
2025-01-08,meta,always_on,meta,always_on,107365,21473,213
2025-01-08,email,brand_search,email,brand_search,115338,23067,751
2025-01-09,google,summer_clearance,google,summer_clearance,299111,149555,6302
2025-01-10,google,back_to_school,google,back_to_school,414026,103506,4697
2025-01-10,bing,back_to_school,bing,back_to_school,319570,53261,2060
2025-01-10,meta,holiday_2024,meta,holiday_2024,162187,20273,929
2025-01-10,email,back_to_school,email,back_to_school,144559,36139,424
2025-01-11,google,spring_sale,google,spring_sale,244231,122115,2620
2025-01-11,meta,summer_clearance,meta,summer_clearance,207575,41515,1613
2025-01-11,email,holiday_2024,email,holiday_2024,239906,47981,1852
2025-01-12,google,spring_sale,google,spring_sale,199611,99805,1343
2025-01-12,bing,spring_sale,bing,spring_sale,33011,16505,637
2025-01-12,meta,always_on,meta,always_on,431890,143963,2782
2025-01-12,email,holiday_2025,email,holiday_2025,56970,18990,616
2025-01-13,meta,holiday_2024,meta,holiday_2024,400174,80034,3111
2025-01-13,email,spring_sale,email,spring_sale,35929,5132,131
2025-01-14,meta,summer_clearance,meta,summer_clearance,391992,65332,2363
2025-01-14,email,spring_sale,email,spring_sale,75413,9426,199
2025-01-15,google,brand_search,google,brand_search,385631,64271,945
2025-01-15,bing,always_on,bing,always_on,431367,215683,5553
2025-01-16,google,summer_clearance,google,summer_clearance,127810,63905,1564
2025-01-16,bing,holiday_2024,bing,holiday_2024,431181,86236,2619
2025-01-16,meta,brand_search,meta,brand_search,455128,227564,2018
2025-01-16,email,brand_search,email,brand_search,482853,68979,2652
2025-01-17,google,always_on,google,always_on,163064,27177,651
2025-01-17,bing,spring_sale,bing,spring_sale,259275,64818,3234
2025-01-17,meta,holiday_2025,meta,holiday_2025,369526,184763,3126
2025-01-18,google,back_to_school,google,back_to_school,448440,149480,5968
2025-01-18,email,brand_search,email,brand_search,360633,90158,3337
2025-01-19,bing,brand_search,bing,brand_search,276107,138053,4012
2025-01-19,meta,always_on,meta,always_on,403158,50394,348
2025-01-20,google,back_to_school,google,back_to_school,266050,133025,4461
2025-01-21,bing,spring_sale,bing,spring_sale,182484,30414,1027
2025-01-21,email,always_on,email,always_on,422297,52787,2084
2025-01-22,google,holiday_2024,google,holiday_2024,496741,165580,3579
2025-01-22,bing,back_to_school,bing,back_to_school,89164,29721,1059
2025-01-22,meta,holiday_2024,meta,holiday_2024,166376,55458,1186
2025-01-23,google,always_on,google,always_on,96851,32283,1493
2025-01-23,bing,holiday_2024,bing,holiday_2024,313892,156946,3614
2025-01-23,meta,spring_sale,meta,spring_sale,34536,5756,229
2025-01-24,google,holiday_2025,google,holiday_2025,15851,1981,26
2025-01-24,bing,holiday_2025,bing,holiday_2025,461597,92319,4286
2025-01-24,meta,summer_clearance,meta,summer_clearance,359969,59994,1096
2025-01-24,email,back_to_school,email,back_to_school,436920,109230,1179
2025-01-25,google,spring_sale,google,spring_sale,297739,49623,1249
2025-01-25,bing,holiday_2025,bing,holiday_2025,93427,18685,423
2025-01-25,email,back_to_school,email,back_to_school,303701,75925,539
2025-01-26,email,holiday_2025,email,holiday_2025,169610,33922,507
2025-01-27,google,spring_sale,google,spring_sale,461831,115457,2138
2025-01-27,bing,holiday_2025,bing,holiday_2025,416636,69439,3175
2025-01-27,meta,holiday_2025,meta,holiday_2025,130923,65461,2377
2025-01-27,email,always_on,email,always_on,484102,69157,3363
2025-01-28,google,back_to_school,google,back_to_school,341728,85432,1345
2025-01-28,email,always_on,email,always_on,118157,29539,1184
2025-01-29,google,back_to_school,google,back_to_school,448720,224360,9845
2025-01-29,meta,back_to_school,meta,back_to_school,28648,3581,151
2025-01-29,email,back_to_school,email,back_to_school,30134,5022,127
2025-01-30,google,holiday_2024,google,holiday_2024,417212,104303,2813
2025-01-30,meta,brand_search,meta,brand_search,95305,31768,836
2025-01-30,email,back_to_school,email,back_to_school,476275,79379,842
2025-01-31,bing,summer_clearance,bing,summer_clearance,429473,143157,7119
2025-01-31,meta,brand_search,meta,brand_search,417355,139118,3190
2025-01-31,email,holiday_2025,email,holiday_2025,161978,32395,1334
2025-02-01,google,back_to_school,google,back_to_school,257897,85965,2780
2025-02-01,email,spring_sale,email,spring_sale,438123,73020,2484
2025-02-02,bing,brand_search,bing,brand_search,35894,4486,200
2025-02-02,meta,brand_search,meta,brand_search,56737,8105,204
2025-02-03,bing,always_on,bing,always_on,497987,71141,3128
2025-02-03,meta,summer_clearance,meta,summer_clearance,77033,19258,623
2025-02-04,google,spring_sale,google,spring_sale,258772,32346,250
2025-02-04,bing,back_to_school,bing,back_to_school,357676,119225,4241
2025-02-04,meta,holiday_2025,meta,holiday_2025,419000,69833,1279
2025-02-05,bing,holiday_2024,bing,holiday_2024,401991,133997,1308
2025-02-05,meta,holiday_2024,meta,holiday_2024,443620,147873,4243
2025-02-06,google,summer_clearance,google,summer_clearance,118186,59093,2791
2025-02-06,meta,always_on,meta,always_on,144323,28864,769
2025-02-07,google,holiday_2025,google,holiday_2025,97111,16185,781
2025-02-07,bing,holiday_2024,bing,holiday_2024,170068,21258,891
2025-02-07,email,summer_clearance,email,summer_clearance,470117,235058,2893
2025-02-08,google,summer_clearance,google,summer_clearance,118785,19797,944
2025-02-08,bing,brand_search,bing,brand_search,435830,62261,1986
2025-02-08,meta,back_to_school,meta,back_to_school,385680,128560,2623
2025-02-09,bing,brand_search,bing,brand_search,332525,55420,1737
2025-02-09,meta,holiday_2025,meta,holiday_2025,119151,59575,2541
2025-02-09,email,holiday_2024,email,holiday_2024,420771,60110,730
2025-02-10,google,back_to_school,google,back_to_school,431654,53956,1528
2025-02-10,bing,brand_search,bing,brand_search,372303,186151,3191
2025-02-10,meta,always_on,meta,always_on,261976,52395,1520
2025-02-10,email,spring_sale,email,spring_sale,365377,45672,1531
2025-02-11,google,back_to_school,google,back_to_school,126477,31619,323
2025-02-11,bing,spring_sale,bing,spring_sale,320419,45774,1458
2025-02-11,meta,holiday_2025,meta,holiday_2025,176875,29479,1407
2025-02-12,google,brand_search,google,brand_search,264185,37740,1180
2025-02-12,bing,brand_search,bing,brand_search,257707,36815,240
2025-02-13,email,spring_sale,email,spring_sale,186357,26622,459
2025-02-14,google,holiday_2024,google,holiday_2024,196529,24566,618
2025-02-14,meta,holiday_2025,meta,holiday_2025,224167,32023,296
2025-02-14,email,holiday_2024,email,holiday_2024,312995,104331,1176
2025-02-15,google,holiday_2024,google,holiday_2024,158276,52758,1651
2025-02-15,meta,holiday_2025,meta,holiday_2025,309563,51593,680
2025-02-16,bing,always_on,bing,always_on,248572,49714,2057
2025-02-16,meta,back_to_school,meta,back_to_school,474340,237170,9530
2025-02-17,google,back_to_school,google,back_to_school,20361,2545,101
2025-02-17,bing,back_to_school,bing,back_to_school,390523,55789,2476
2025-02-17,email,back_to_school,email,back_to_school,169019,21127,269
2025-02-18,google,back_to_school,google,back_to_school,57389,7173,353
2025-02-18,meta,always_on,meta,always_on,348404,49772,332
2025-02-18,email,spring_sale,email,spring_sale,381038,127012,5291
2025-02-19,google,brand_search,google,brand_search,291686,72921,1621
2025-02-19,email,holiday_2024,email,holiday_2024,57216,28608,525
2025-02-20,google,always_on,google,always_on,416512,83302,3326
2025-02-20,bing,holiday_2024,bing,holiday_2024,369482,123160,2916
2025-02-20,email,holiday_2024,email,holiday_2024,111127,27781,203
2025-02-21,bing,spring_sale,bing,spring_sale,141956,47318,562
2025-02-21,meta,holiday_2025,meta,holiday_2025,25707,3672,127
2025-02-21,email,holiday_2025,email,holiday_2025,216355,108177,3410
2025-02-22,google,back_to_school,google,back_to_school,137428,27485,782
2025-02-22,bing,spring_sale,bing,spring_sale,399775,99943,3479
2025-02-22,email,always_on,email,always_on,45220,5652,273
2025-02-23,google,holiday_2025,google,holiday_2025,120741,30185,904
2025-02-23,bing,holiday_2025,bing,holiday_2025,481457,160485,7054
2025-02-23,email,brand_search,email,brand_search,165383,27563,1319
2025-02-24,bing,holiday_2025,bing,holiday_2025,470082,117520,2803
2025-02-24,email,summer_clearance,email,summer_clearance,482235,120558,1470
2025-02-25,google,back_to_school,google,back_to_school,459645,91929,3513
2025-02-25,bing,brand_search,bing,brand_search,486978,162326,6223
2025-02-25,meta,holiday_2024,meta,holiday_2024,85414,12202,360
2025-02-25,email,back_to_school,email,back_to_school,159035,31807,695
2025-02-26,bing,always_on,bing,always_on,431414,53926,2399
2025-02-27,meta,summer_clearance,meta,summer_clearance,68525,17131,807
2025-02-27,email,holiday_2024,email,holiday_2024,250892,83630,2950
2025-02-28,google,spring_sale,google,spring_sale,455349,113837,5049
2025-02-28,meta,spring_sale,meta,spring_sale,111828,37276,1380
2025-03-01,meta,always_on,meta,always_on,250563,41760,589
2025-03-02,google,spring_sale,google,spring_sale,152047,21721,1034
2025-03-02,email,spring_sale,email,spring_sale,85632,28544,929
2025-03-03,google,brand_search,google,brand_search,365116,60852,1414
2025-03-03,bing,brand_search,bing,brand_search,396636,49579,519
2025-03-03,meta,summer_clearance,meta,summer_clearance,275337,91779,3843
2025-03-04,bing,brand_search,bing,brand_search,71614,10230,489
2025-03-05,google,always_on,google,always_on,313352,156676,4773
2025-03-05,bing,holiday_2024,bing,holiday_2024,490534,163511,8000
2025-03-05,meta,summer_clearance,meta,summer_clearance,254639,36377,710
2025-03-05,email,brand_search,email,brand_search,218279,31182,264
2025-03-06,google,brand_search,google,brand_search,438806,54850,874
2025-03-06,email,holiday_2024,email,holiday_2024,288021,57604,1053
2025-03-07,bing,holiday_2024,bing,holiday_2024,392786,78557,927
2025-03-07,meta,holiday_2024,meta,holiday_2024,359983,51426,2430
2025-03-08,email,holiday_2024,email,holiday_2024,122364,15295,732
2025-03-09,google,always_on,google,always_on,444340,88868,2765
2025-03-09,email,spring_sale,email,spring_sale,391815,195907,2902
2025-03-10,google,holiday_2025,google,holiday_2025,290525,72631,2182
2025-03-10,bing,brand_search,bing,brand_search,450079,150026,3157
2025-03-10,meta,summer_clearance,meta,summer_clearance,212771,26596,504
2025-03-10,email,brand_search,email,brand_search,19469,2781,98
2025-03-11,bing,always_on,bing,always_on,74960,24986,490
2025-03-12,bing,spring_sale,bing,spring_sale,76532,19133,548
2025-03-13,email,holiday_2024,email,holiday_2024,426521,60931,933
2025-03-14,google,holiday_2024,google,holiday_2024,265822,33227,210
2025-03-14,bing,holiday_2024,bing,holiday_2024,303704,43386,806
2025-03-14,meta,holiday_2025,meta,holiday_2025,393394,196697,2210
2025-03-14,email,holiday_2025,email,holiday_2025,257460,128730,753
2025-03-15,google,summer_clearance,google,summer_clearance,389584,194792,4377
2025-03-16,bing,brand_search,bing,brand_search,95701,47850,1130
2025-03-16,meta,summer_clearance,meta,summer_clearance,347268,57878,2476
2025-03-17,google,summer_clearance,google,summer_clearance,402654,201327,5602
2025-03-17,bing,back_to_school,bing,back_to_school,266800,44466,1944
2025-03-17,meta,holiday_2024,meta,holiday_2024,236107,118053,5840
2025-03-17,email,holiday_2024,email,holiday_2024,294084,36760,837
2025-03-18,bing,holiday_2024,bing,holiday_2024,177985,25426,910
2025-03-18,meta,always_on,meta,always_on,475115,59389,1873
2025-03-18,email,back_to_school,email,back_to_school,45411,15137,518
2025-03-19,google,always_on,google,always_on,301430,43061,2014
2025-03-19,meta,back_to_school,meta,back_to_school,35513,4439,93
2025-03-19,email,back_to_school,email,back_to_school,24706,4117,91
2025-03-20,google,back_to_school,google,back_to_school,321415,40176,1389
2025-03-20,bing,summer_clearance,bing,summer_clearance,216190,36031,1375
2025-03-20,meta,always_on,meta,always_on,498930,166310,2987
2025-03-21,google,holiday_2025,google,holiday_2025,10271,3423,28
2025-03-22,google,always_on,google,always_on,310597,103532,2011
2025-03-22,bing,brand_search,bing,brand_search,339942,67988,2503
2025-03-22,meta,always_on,meta,always_on,423311,105827,1754
2025-03-22,email,holiday_2024,email,holiday_2024,28993,5798,257
2025-03-23,google,spring_sale,google,spring_sale,478753,59844,1471
2025-03-23,email,spring_sale,email,spring_sale,474118,79019,2615
2025-03-24,bing,back_to_school,bing,back_to_school,290157,96719,1396
2025-03-24,meta,summer_clearance,meta,summer_clearance,486269,243134,6596
2025-03-24,email,spring_sale,email,spring_sale,234348,46869,984
2025-03-25,meta,holiday_2024,meta,holiday_2024,352303,70460,816
2025-03-25,email,holiday_2025,email,holiday_2025,455902,151967,5015
2025-03-26,bing,back_to_school,bing,back_to_school,33370,5561,57
2025-03-26,meta,holiday_2024,meta,holiday_2024,13150,2191,21
2025-03-26,email,brand_search,email,brand_search,114034,57017,2617
2025-03-27,google,back_to_school,google,back_to_school,143209,47736,440
2025-03-27,bing,summer_clearance,bing,summer_clearance,373198,186599,3755
2025-03-27,meta,holiday_2024,meta,holiday_2024,320441,53406,1158
2025-03-28,email,summer_clearance,email,summer_clearance,192040,27434,1222
2025-03-29,bing,back_to_school,bing,back_to_school,32739,4092,41
2025-03-29,meta,holiday_2024,meta,holiday_2024,206236,41247,1977
2025-03-29,email,brand_search,email,brand_search,495319,82553,986
2025-03-30,google,brand_search,google,brand_search,488209,81368,1038
2025-03-30,meta,summer_clearance,meta,summer_clearance,206551,41310,354
2025-03-30,email,holiday_2025,email,holiday_2025,239827,29978,842
2025-03-31,google,back_to_school,google,back_to_school,95108,15851,706
2025-03-31,bing,brand_search,bing,brand_search,420211,140070,3375
2025-03-31,email,summer_clearance,email,summer_clearance,34876,6975,61
2025-04-01,email,holiday_2025,email,holiday_2025,225021,28127,1108
2025-04-02,bing,spring_sale,bing,spring_sale,243455,81151,1540
2025-04-02,meta,brand_search,meta,brand_search,103938,25984,904
2025-04-03,google,holiday_2024,google,holiday_2024,221501,110750,2908
2025-04-03,bing,brand_search,bing,brand_search,227245,75748,966
2025-04-03,email,back_to_school,email,back_to_school,345089,115029,5467
2025-04-05,google,holiday_2025,google,holiday_2025,251060,125530,3075
2025-04-06,google,spring_sale,google,spring_sale,416730,52091,2513
2025-04-06,meta,summer_clearance,meta,summer_clearance,261318,37331,1366
2025-04-06,email,back_to_school,email,back_to_school,447470,74578,1876
2025-04-07,bing,spring_sale,bing,spring_sale,64673,12934,578
2025-04-08,bing,holiday_2025,bing,holiday_2025,267599,89199,4248
2025-04-08,meta,summer_clearance,meta,summer_clearance,450171,225085,10939
2025-04-08,email,always_on,email,always_on,266856,33357,790
2025-04-09,meta,holiday_2025,meta,holiday_2025,396129,56589,2158
2025-04-10,meta,always_on,meta,always_on,212353,30336,259
2025-04-10,email,always_on,email,always_on,47160,6737,295
2025-04-11,google,back_to_school,google,back_to_school,327989,65597,3154
2025-04-11,bing,brand_search,bing,brand_search,433789,144596,6100
2025-04-12,google,back_to_school,google,back_to_school,122843,30710,1223
2025-04-12,meta,holiday_2024,meta,holiday_2024,314636,78659,510
2025-04-12,email,brand_search,email,brand_search,425108,212554,2738
2025-04-13,google,spring_sale,google,spring_sale,165717,41429,1068
2025-04-13,bing,always_on,bing,always_on,154505,22072,612
2025-04-13,meta,holiday_2024,meta,holiday_2024,497186,165728,3782
2025-04-13,email,holiday_2025,email,holiday_2025,204313,25539,698
2025-04-14,google,holiday_2025,google,holiday_2025,485418,121354,2518
2025-04-15,meta,back_to_school,meta,back_to_school,424957,84991,2250
2025-04-15,email,summer_clearance,email,summer_clearance,183924,45981,760
2025-04-16,email,holiday_2025,email,holiday_2025,18204,2275,81
2025-04-17,bing,holiday_2025,bing,holiday_2025,189491,63163,1493
2025-04-17,meta,summer_clearance,meta,summer_clearance,232063,38677,1146
2025-04-18,google,holiday_2025,google,holiday_2025,331173,41396,1824
2025-04-18,bing,back_to_school,bing,back_to_school,427190,53398,344
2025-04-19,google,holiday_2025,google,holiday_2025,266501,38071,1336
2025-04-19,bing,holiday_2025,bing,holiday_2025,441192,73532,1209
2025-04-19,meta,back_to_school,meta,back_to_school,248296,124148,3496
2025-04-20,google,summer_clearance,google,summer_clearance,24632,8210,396
2025-04-20,meta,holiday_2025,meta,holiday_2025,131747,32936,802
2025-04-21,bing,brand_search,bing,brand_search,458709,57338,1684
2025-04-21,meta,summer_clearance,meta,summer_clearance,300875,100291,709
2025-04-22,bing,always_on,bing,always_on,95763,15960,354
2025-04-22,meta,brand_search,meta,brand_search,473811,94762,1274
2025-04-22,email,holiday_2024,email,holiday_2024,372964,124321,3977
2025-04-23,meta,spring_sale,meta,spring_sale,314534,44933,1732
2025-04-23,email,holiday_2025,email,holiday_2025,68728,34364,467
2025-04-24,google,always_on,google,always_on,310658,62131,1057
2025-04-24,bing,spring_sale,bing,spring_sale,136172,45390,438
2025-04-25,bing,spring_sale,bing,spring_sale,369438,184719,7256
2025-04-25,meta,holiday_2025,meta,holiday_2025,338584,56430,849
2025-04-26,bing,holiday_2024,bing,holiday_2024,20179,6726,254
2025-04-26,meta,always_on,meta,always_on,116282,23256,906
2025-04-26,email,back_to_school,email,back_to_school,31692,15846,638
2025-04-27,google,holiday_2025,google,holiday_2025,227889,75963,2631
2025-04-27,meta,brand_search,meta,brand_search,413230,103307,3056
2025-04-27,email,spring_sale,email,spring_sale,356511,71302,1066
2025-04-28,google,spring_sale,google,spring_sale,336877,84219,426
2025-04-28,bing,summer_clearance,bing,summer_clearance,493011,61626,2851
2025-04-28,meta,always_on,meta,always_on,441413,220706,7340
2025-04-29,bing,holiday_2025,bing,holiday_2025,319568,79892,747
2025-04-29,meta,back_to_school,meta,back_to_school,125253,41751,1509
2025-04-29,email,brand_search,email,brand_search,159177,31835,605
2025-04-30,google,always_on,google,always_on,299198,42742,1616
2025-04-30,bing,always_on,bing,always_on,442589,88517,1503
2025-04-30,meta,holiday_2025,meta,holiday_2025,473543,118385,1549
2025-04-30,email,holiday_2024,email,holiday_2024,435759,54469,1426
2025-05-01,google,summer_clearance,google,summer_clearance,153556,25592,639
2025-05-01,meta,summer_clearance,meta,summer_clearance,19608,3268,131
2025-05-01,email,holiday_2024,email,holiday_2024,63059,10509,270
2025-05-02,google,always_on,google,always_on,159512,31902,337
2025-05-02,email,spring_sale,email,spring_sale,258034,51606,699
2025-05-03,google,summer_clearance,google,summer_clearance,363303,90825,647
2025-05-03,bing,holiday_2024,bing,holiday_2024,390912,55844,787
2025-05-03,meta,holiday_2025,meta,holiday_2025,195210,48802,289
2025-05-04,google,back_to_school,google,back_to_school,371780,92945,1957
2025-05-04,bing,summer_clearance,bing,summer_clearance,52221,17407,242
2025-05-04,meta,brand_search,meta,brand_search,442076,73679,2389
2025-05-04,email,summer_clearance,email,summer_clearance,328326,54721,2111
2025-05-05,google,holiday_2024,google,holiday_2024,451814,112953,4294
2025-05-05,bing,back_to_school,bing,back_to_school,266945,66736,1861
2025-05-05,meta,holiday_2024,meta,holiday_2024,378557,189278,7510
2025-05-06,google,always_on,google,always_on,348014,69602,1829
2025-05-06,bing,summer_clearance,bing,summer_clearance,351311,70262,2376
2025-05-06,email,holiday_2025,email,holiday_2025,40886,5840,48
2025-05-07,google,brand_search,google,brand_search,102162,12770,338
2025-05-07,bing,holiday_2024,bing,holiday_2024,35927,5987,241
2025-05-07,meta,spring_sale,meta,spring_sale,155545,31109,1371
2025-05-08,google,always_on,google,always_on,42586,5323,217
2025-05-08,bing,always_on,bing,always_on,356878,59479,2376
2025-05-09,google,always_on,google,always_on,73194,36597,1065
2025-05-09,meta,spring_sale,meta,spring_sale,91759,13108,477
2025-05-10,meta,always_on,meta,always_on,187841,23480,169
2025-05-11,meta,always_on,meta,always_on,263046,52609,992
2025-05-11,email,back_to_school,email,back_to_school,160672,40168,1780
2025-05-12,meta,brand_search,meta,brand_search,236573,33796,1147
2025-05-13,google,always_on,google,always_on,325785,81446,3575
2025-05-13,bing,holiday_2025,bing,holiday_2025,84321,16864,421
2025-05-13,meta,back_to_school,meta,back_to_school,142030,35507,1752
2025-05-14,bing,holiday_2024,bing,holiday_2024,318852,106284,2343
2025-05-14,meta,summer_clearance,meta,summer_clearance,366108,73221,2605
2025-05-15,bing,back_to_school,bing,back_to_school,393829,98457,1782
2025-05-15,email,always_on,email,always_on,195966,48991,1193
2025-05-16,bing,holiday_2024,bing,holiday_2024,173168,43292,1259
2025-05-16,meta,spring_sale,meta,spring_sale,193483,64494,2613
2025-05-17,meta,brand_search,meta,brand_search,239862,29982,454
2025-05-17,email,holiday_2024,email,holiday_2024,417974,139324,1224
2025-05-18,google,back_to_school,google,back_to_school,222171,37028,341
2025-05-18,bing,back_to_school,bing,back_to_school,142062,35515,1409
2025-05-18,meta,spring_sale,meta,spring_sale,368010,46001,730
2025-05-18,email,holiday_2024,email,holiday_2024,106212,53106,1040
2025-05-19,google,back_to_school,google,back_to_school,83050,27683,515
2025-05-19,meta,spring_sale,meta,spring_sale,349226,87306,2050
2025-05-20,meta,summer_clearance,meta,summer_clearance,460400,153466,7453
2025-05-20,email,spring_sale,email,spring_sale,245710,122855,2803
2025-05-21,bing,spring_sale,bing,spring_sale,14814,2962,88
2025-05-21,meta,always_on,meta,always_on,66450,33225,1168
2025-05-22,google,holiday_2025,google,holiday_2025,346199,86549,2594
2025-05-22,bing,always_on,bing,always_on,79739,13289,253
2025-05-22,meta,summer_clearance,meta,summer_clearance,341182,170591,7509
2025-05-23,bing,back_to_school,bing,back_to_school,438344,109586,3159
2025-05-23,meta,summer_clearance,meta,summer_clearance,318589,53098,920
2025-05-23,email,summer_clearance,email,summer_clearance,39138,13046,151
2025-05-25,bing,back_to_school,bing,back_to_school,14828,2471,98
2025-05-25,meta,always_on,meta,always_on,64999,16249,255
2025-05-25,email,back_to_school,email,back_to_school,449026,74837,603
2025-05-26,meta,back_to_school,meta,back_to_school,320258,40032,883
2025-05-26,email,always_on,email,always_on,268696,53739,1691
2025-05-27,google,holiday_2024,google,holiday_2024,266702,53340,865
2025-05-27,bing,summer_clearance,bing,summer_clearance,299271,149635,5286
2025-05-27,email,back_to_school,email,back_to_school,54211,7744,93
2025-05-28,google,holiday_2025,google,holiday_2025,263569,131784,4481
2025-05-28,bing,always_on,bing,always_on,394160,197080,4266
2025-05-28,meta,always_on,meta,always_on,365665,45708,1226
2025-05-29,google,holiday_2025,google,holiday_2025,336387,84096,1841
2025-05-29,bing,holiday_2024,bing,holiday_2024,252443,84147,2162
2025-05-29,meta,holiday_2025,meta,holiday_2025,96934,19386,690
2025-05-29,email,holiday_2025,email,holiday_2025,466568,93313,4226
2025-05-30,google,always_on,google,always_on,467851,66835,1850
2025-05-30,meta,holiday_2024,meta,holiday_2024,84909,12129,81
2025-05-30,email,spring_sale,email,spring_sale,316938,39617,1784
2025-05-31,google,always_on,google,always_on,108375,21675,393
2025-05-31,meta,always_on,meta,always_on,139051,23175,344
2025-06-01,google,always_on,google,always_on,56982,28491,817
2025-06-01,bing,spring_sale,bing,spring_sale,153960,38490,1433
2025-06-02,bing,holiday_2024,bing,holiday_2024,438324,146108,2357
2025-06-02,meta,holiday_2024,meta,holiday_2024,147694,29538,955
2025-06-03,bing,spring_sale,bing,spring_sale,412782,51597,754
2025-06-03,meta,back_to_school,meta,back_to_school,409722,51215,560
2025-06-03,email,brand_search,email,brand_search,462506,115626,1350
2025-06-04,google,holiday_2025,google,holiday_2025,126618,63309,2778
2025-06-04,bing,holiday_2025,bing,holiday_2025,397309,132436,2322
2025-06-04,meta,brand_search,meta,brand_search,52651,13162,415
2025-06-04,email,brand_search,email,brand_search,346459,69291,929
2025-06-05,google,always_on,google,always_on,354236,88559,3476
2025-06-05,bing,holiday_2025,bing,holiday_2025,404917,67486,1280
2025-06-05,meta,holiday_2025,meta,holiday_2025,257457,51491,2244
2025-06-06,bing,spring_sale,bing,spring_sale,387803,55400,2052
2025-06-06,email,holiday_2024,email,holiday_2024,368621,61436,2398
2025-06-07,meta,brand_search,meta,brand_search,442686,88537,2318
2025-06-08,google,holiday_2025,google,holiday_2025,85341,12191,532
2025-06-08,email,holiday_2024,email,holiday_2024,491018,70145,2687
2025-06-09,google,holiday_2024,google,holiday_2024,208136,34689,854
2025-06-10,google,holiday_2024,google,holiday_2024,82579,13763,443
2025-06-10,meta,spring_sale,meta,spring_sale,178003,25429,754
2025-06-11,google,brand_search,google,brand_search,320635,106878,1934
2025-06-11,email,back_to_school,email,back_to_school,49818,24909,786
2025-06-12,bing,always_on,bing,always_on,334704,66940,1815
2025-06-12,meta,brand_search,meta,brand_search,237528,39588,1301
2025-06-13,email,holiday_2025,email,holiday_2025,122687,15335,239
2025-06-14,meta,back_to_school,meta,back_to_school,123967,41322,1271
2025-06-14,email,brand_search,email,brand_search,37095,6182,53
2025-06-15,meta,brand_search,meta,brand_search,189817,27116,397
2025-06-16,google,holiday_2025,google,holiday_2025,379906,63317,2271
2025-06-16,email,holiday_2025,email,holiday_2025,96755,19351,461
